price,place,typeImo,size
,"GENNEVILLIERS (92230),PARIS 10 (75010),PARIS 10 (75010),PARIS 11 (75011),PARIS (75010),PARIS 20 (75020),PARIS 9 (75009),PARIS 10 (75010),PARIS 9 (75009),CACHAN (94230),PARIS 16EME ARRONDISSEMENT (75116),ASNIÈRES-SUR-SEINE (92600),SAINT-MAUR-DES-FOSSÉS (94100),PARIS 18EME ARRONDISSEMENT (75018),SAINT-MAUR-DES-FOSSÉS (94100),VILLENEUVE-SAINT-GEORGES (94190),MEUDON (92190),PARIS 5EME ARRONDISSEMENT (75005),PARIS 5EME ARRONDISSEMENT (75005),PARIS 20EME ARRONDISSEMENT (75020),PARIS 20EME ARRONDISSEMENT (75020),PARIS 5EME ARRONDISSEMENT (75005),PARIS (75005),PARIS (75011),LEVALLOIS PERRET (92300)","Immeuble,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Immeuble,Loft,Local commercial,Local commercial,Immeuble,Immeuble,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Loft,Local commercial,Local commercial","450  m²,50  m²,80  m²,1  pièce,100  m²,160  m²,130  m²,160  m²,1  pièce,3  pièces,5  pièces,210  m²,9  pièces,8  pièces,26  m²,66  m²,138  m²,4  pièces,40  m²,1  pièce,120  m²"
price,place,typeImo,size
,"GENNEVILLIERS (92230),PARIS 10 (75010),PARIS 10 (75010),PARIS 11 (75011),PARIS (75010),PARIS 20 (75020),PARIS 9 (75009),PARIS 10 (75010),PARIS 9 (75009),CACHAN (94230),PARIS 16EME ARRONDISSEMENT (75116),ASNIÈRES-SUR-SEINE (92600),SAINT-MAUR-DES-FOSSÉS (94100),PARIS 18EME ARRONDISSEMENT (75018),SAINT-MAUR-DES-FOSSÉS (94100),VILLENEUVE-SAINT-GEORGES (94190),MEUDON (92190),PARIS 5EME ARRONDISSEMENT (75005),PARIS 5EME ARRONDISSEMENT (75005),PARIS 20EME ARRONDISSEMENT (75020),PARIS 20EME ARRONDISSEMENT (75020),PARIS 5EME ARRONDISSEMENT (75005),PARIS (75005),PARIS (75011),LEVALLOIS PERRET (92300)","Immeuble,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Immeuble,Loft,Local commercial,Local commercial,Immeuble,Immeuble,Local commercial,Local commercial,Local commercial,Local commercial,Local commercial,Loft,Local commercial,Local commercial","450  m²,50  m²,80  m²,1  pièce,100  m²,160  m²,130  m²,160  m²,1  pièce,3  pièces,5  pièces,210  m²,9  pièces,8  pièces,26  m²,66  m²,138  m²,4  pièces,40  m²,1  pièce,120  m²"
